run_accession	instrument_model	fastq_ftp	submitted_ftp	sample_title
ERR2021440	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/000/ERR2021440/ERR2021440.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.5B.BC.GTA.UC1099.fq.gz	CAGE_5B_GTA_UCB1099
ERR2021441	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/001/ERR2021441/ERR2021441.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.5B.BC.TAC.UC1064.fq.gz	CAGE_5B_TAC_UCB1064
ERR2021442	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/002/ERR2021442/ERR2021442.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.5B.BC.TCG.UC1011.fq.gz	CAGE_5B_TCG_UCB1011
ERR2021443	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/003/ERR2021443/ERR2021443.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.5C.BC.ACT.UC1139.fq.gz	CAGE_5C_ACT_UCB1139
ERR2021444	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/004/ERR2021444/ERR2021444.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.5C.BC.CTG.UC1067.fq.gz	CAGE_5C_CTG_UCB1067
ERR2021445	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/005/ERR2021445/ERR2021445.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.5C.BC.TAC.UC1029.fq.gz	CAGE_5C_TAC_UCB1029
ERR2021446	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/006/ERR2021446/ERR2021446.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.5C.BC.TCG.UC1053.fq.gz	CAGE_5C_TCG_UCB1053
ERR2021447	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/007/ERR2021447/ERR2021447.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.5D.BC.ACT.UC1098.fq.gz	CAGE_5D_ACT_UCB1098
ERR2021448	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/008/ERR2021448/ERR2021448.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.5D.BC.CGA.UC1119.fq.gz	CAGE_5D_CGA_UCB1119
ERR2021449	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/009/ERR2021449/ERR2021449.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.5D.BC.CTG.UC1052.fq.gz	CAGE_5D_CTG_UCB1052
ERR2021450	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/000/ERR2021450/ERR2021450.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.5D.BC.GTA.UC1070.fq.gz	CAGE_5D_GTA_UCB1070
ERR2021451	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/001/ERR2021451/ERR2021451.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6A.BC.CGA.UC1074.fq.gz	CAGE_6A_CGA_UCB1074
ERR2021452	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/002/ERR2021452/ERR2021452.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6A.BC.CTG.UC1206.fq.gz	CAGE_6A_CTG_UCB1206
ERR2021453	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/003/ERR2021453/ERR2021453.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6A.BC.GTA.UC1072.fq.gz	CAGE_6A_GTA_UCB1072
ERR2021454	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/004/ERR2021454/ERR2021454.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6A.BC.TAC.UC1101.fq.gz	CAGE_6A_TAC_UCB1101
ERR2021455	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/005/ERR2021455/ERR2021455.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6A.BC.TCG.UC1102.fq.gz	CAGE_6A_TCG_UCB1102
ERR2021456	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/006/ERR2021456/ERR2021456.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6B.BC.ACT.UC1071.fq.gz	CAGE_6B_ACT_UCB1071
ERR2021457	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/007/ERR2021457/ERR2021457.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6B.BC.CGA.UC1117.fq.gz	CAGE_6B_CGA_UCB1117
ERR2021458	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/008/ERR2021458/ERR2021458.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6B.BC.CTG.UC1200.fq.gz	CAGE_6B_CTG_UCB1200
ERR2021459	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/009/ERR2021459/ERR2021459.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6B.BC.GTA.UC1077.fq.gz	CAGE_6B_GTA_UCB1077
ERR2021460	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/000/ERR2021460/ERR2021460.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6B.BC.TAC.UC1025.fq.gz	CAGE_6B_TAC_UCB1025
ERR2021461	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/001/ERR2021461/ERR2021461.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6C.BC.ACT.UC1120.fq.gz	CAGE_6C_ACT_UCB1120
ERR2021462	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/002/ERR2021462/ERR2021462.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6C.BC.CGA.UC1073.fq.gz	CAGE_6C_CGA_UCB1073
ERR2021463	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/003/ERR2021463/ERR2021463.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6C.BC.CTG.UC1076.fq.gz	CAGE_6C_CTG_UCB1076
ERR2021464	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/004/ERR2021464/ERR2021464.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6C.BC.GTA.UC1103.fq.gz	CAGE_6C_GTA_UCB1103
ERR2021465	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/005/ERR2021465/ERR2021465.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6C.BC.TAC.UC1086.fq.gz	CAGE_6C_TAC_UCB1086
ERR2021466	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/006/ERR2021466/ERR2021466.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6C.BC.TCG.UC1112.fq.gz	CAGE_6C_TCG_UCB1112
ERR2021467	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/007/ERR2021467/ERR2021467.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6D.BC.ACT.UC1048.fq.gz	CAGE_6D_ACT_UCB1048
ERR2021468	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/008/ERR2021468/ERR2021468.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6D.BC.CGA.UC1216.fq.gz	CAGE_6D_CGA_UCB1216
ERR2021469	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/009/ERR2021469/ERR2021469.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6D.BC.CTG.UC1100.fq.gz	CAGE_6D_CTG_UCB1100
ERR2021470	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/000/ERR2021470/ERR2021470.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.6D.BC.GTA.UC1129.fq.gz	CAGE_6D_GTA_UCB1129
ERR2021471	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/001/ERR2021471/ERR2021471.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7A.BC.ACT.UC1218.fq.gz	CAGE_7A_ACT_UCB1218
ERR2021472	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/002/ERR2021472/ERR2021472.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7A.BC.CGA.UC1107.fq.gz	CAGE_7A_CGA_UCB1107
ERR2021473	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/003/ERR2021473/ERR2021473.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7A.BC.CTG.UC1203.fq.gz	CAGE_7A_CTG_UCB1203
ERR2021474	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/004/ERR2021474/ERR2021474.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7A.BC.GTA.UC1092.fq.gz	CAGE_7A_GTA_UCB1092
ERR2021475	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/005/ERR2021475/ERR2021475.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7A.BC.TAC.UC1056.fq.gz	CAGE_7A_TAC_UCB1056
ERR2021476	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/006/ERR2021476/ERR2021476.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7A.BC.TCG.UC1014.fq.gz	CAGE_7A_TCG_UCB1014
ERR2021477	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/007/ERR2021477/ERR2021477.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7B.BC.ACT.UC1113.fq.gz	CAGE_7B_ACT_UCB1113
ERR2021478	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/008/ERR2021478/ERR2021478.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7B.BC.CGA.UC1091.fq.gz	CAGE_7B_CGA_UCB1091
ERR2021479	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/009/ERR2021479/ERR2021479.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7B.BC.CTG.UC1069.fq.gz	CAGE_7B_CTG_UCB1069
ERR2021480	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/000/ERR2021480/ERR2021480.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7B.BC.TAC.UC1083.fq.gz	CAGE_7B_TAC_UCB1083
ERR2021481	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/001/ERR2021481/ERR2021481.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7B.BC.TCG.UC1208.fq.gz	CAGE_7B_TCG_UCB1208
ERR2021482	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/002/ERR2021482/ERR2021482.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7C.BC.ACT.UC1058.fq.gz	CAGE_7C_ACT_UCB1058
ERR2021483	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/003/ERR2021483/ERR2021483.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7C.BC.CGA.UC1094.fq.gz	CAGE_7C_CGA_UCB1094
ERR2021484	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/004/ERR2021484/ERR2021484.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7C.BC.CTG.UC1199.fq.gz	CAGE_7C_CTG_UCB1199
ERR2021485	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/005/ERR2021485/ERR2021485.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7C.BC.GTA.GM07037.fq.gz	CAGE_7C_GTA_GM07037
ERR2021486	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/006/ERR2021486/ERR2021486.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7C.BC.TAC.UC1108.fq.gz	CAGE_7C_TAC_UCB1108
ERR2021487	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/007/ERR2021487/ERR2021487.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7D.BC.ACT.UC1131.fq.gz	CAGE_7D_ACT_UCB1131
ERR2021488	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/008/ERR2021488/ERR2021488.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7D.BC.CGA.UC1210.fq.gz	CAGE_7D_CGA_UCB1210
ERR2021489	Illumina HiSeq 2500		ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7D.BC.CTG.UC1089.fq.gz	CAGE_7D_CTG_UCB1089
ERR2021490	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/000/ERR2021490/ERR2021490.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7D.BC.GTA.UC1001.fq.gz	CAGE_7D_GTA_UCB1001
ERR2021491	Illumina HiSeq 2500		ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7D.BC.TAC.UC1212.fq.gz	CAGE_7D_TAC_UCB1212
ERR2021492	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/002/ERR2021492/ERR2021492.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.7D.BC.TCG.UC1079.fq.gz	CAGE_7D_TCG_UCB1079
ERR2021493	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/003/ERR2021493/ERR2021493.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.8A.BC.ACT.UC1096.fq.gz	CAGE_8A_ACT_UCB1096
ERR2021494	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/004/ERR2021494/ERR2021494.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.8A.BC.CGA.UC1012.fq.gz	CAGE_8A_CGA_UCB1012
ERR2021495	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/005/ERR2021495/ERR2021495.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.8A.BC.CTG.UC1105.fq.gz	CAGE_8A_CTG_UCB1105
ERR2021496	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/006/ERR2021496/ERR2021496.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.8A.BC.GTA.UC1130.fq.gz	CAGE_8A_GTA_UCB1130
ERR2021497	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/007/ERR2021497/ERR2021497.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.8A.BC.TAC.UC1075.fq.gz	CAGE_8A_TAC_UCB1075
ERR2021498	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/008/ERR2021498/ERR2021498.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.8A.BC.TCG.UC1080.fq.gz	CAGE_8A_TCG_UCB1080
ERR2021499	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/009/ERR2021499/ERR2021499.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.8B.BC.CGA.UC1196.fq.gz	CAGE_8B_CGA_UCB1196
ERR2021500	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/000/ERR2021500/ERR2021500.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.8B.BC.CTG.UC1136.fq.gz	CAGE_8B_CTG_UCB1136
ERR2021501	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/001/ERR2021501/ERR2021501.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.8B.BC.GTA.UC1207.fq.gz	CAGE_8B_GTA_UCB1207
ERR2021502	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR202/002/ERR2021502/ERR2021502.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA969/ERA969556/fastq/CAGE.8B.BC.TCG.UC1148.fq.gz	CAGE_8B_TCG_UCB1148
