use_for_sorting,File_name,sample,treatment,,,,,,,,
558_LPS24,WTCHG_435170_242174,558,LPS24,,,,,,,,
558_LPS24,WTCHG_435171_242174,558,LPS24,,,,,,,,
558_LPS24,WTCHG_435172_242174,558,LPS24,,,,,,,,
558_LPS24,WTCHG_437968_242174,558,LPS24,,,,,,,,
558_LPS24,WTCHG_437969_242174,558,LPS24,,,,,,,,
558_LPS24,WTCHG_437970_242174,558,LPS24,,,,,,,,
558_LPS24,WTCHG_437971_242174,558,LPS24,,,,,,,,
558_UT,WTCHG_410446_241186,558,UT,,,,,,,,
558_UT,WTCHG_410447_241186,558,UT,,,,,,,,
558_UT,WTCHG_410448_241186,558,UT,,,,,,,,
558_UT,WTCHG_410449_241186,558,UT,,,,,,,,
558_UT,WTCHG_427074_241186,558,UT,,,,,,,,
558_UT,WTCHG_427075_241186,558,UT,,,,,,,,
558_UT,WTCHG_427076_241186,558,UT,,,,,,,,
558_UT,WTCHG_427077_241186,558,UT,,,,,,,,
558_UT,WTCHG_428526_241186,558,UT,,,,,,,,
558_UT,WTCHG_428527_241186,558,UT,,,,,,,,
558_UT,WTCHG_428528_241186,558,UT,,,,,,,,
558_UT,WTCHG_428529_241186,558,UT,,,,,,,,
558_UT,WTCHG_435168_241186,558,UT,,,,,,,,
558_UT,WTCHG_435169_241186,558,UT,,,,,,,,
558_UT,WTCHG_435170_241186,558,UT,,,,,,,,
558_UT,WTCHG_435171_241186,558,UT,,,,,,,,
558_UT,WTCHG_435172_241186,558,UT,,,,,,,,
558_UT,WTCHG_437968_241186,558,UT,,,,,,,,
558_UT,WTCHG_437969_241186,558,UT,,,,,,,,
558_UT,WTCHG_437970_241186,558,UT,,,,,,,,
558_UT,WTCHG_437971_241186,558,UT,,,,,,,,
559_LPS24,WTCHG_410446_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_410447_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_410448_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_410449_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_427074_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_427075_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_427076_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_427077_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_428526_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_428527_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_428528_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_428529_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_435168_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_435169_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_435170_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_435171_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_435172_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_437968_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_437969_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_437970_250173,559,LPS24,,,,,,,,
559_LPS24,WTCHG_437971_250173,559,LPS24,,,,,,,,
559_UT,WTCHG_410446_249185,559,UT,,,,,,,,
559_UT,WTCHG_410447_249185,559,UT,,,,,,,,
559_UT,WTCHG_410448_249185,559,UT,,,,,,,,
559_UT,WTCHG_410449_249185,559,UT,,,,,,,,
559_UT,WTCHG_427074_249185,559,UT,,,,,,,,
559_UT,WTCHG_427075_249185,559,UT,,,,,,,,
559_UT,WTCHG_427076_249185,559,UT,,,,,,,,
559_UT,WTCHG_427077_249185,559,UT,,,,,,,,
559_UT,WTCHG_428526_249185,559,UT,,,,,,,,
559_UT,WTCHG_428527_249185,559,UT,,,,,,,,
559_UT,WTCHG_428528_249185,559,UT,,,,,,,,
559_UT,WTCHG_428529_249185,559,UT,,,,,,,,
559_UT,WTCHG_435168_249185,559,UT,,,,,,,,
559_UT,WTCHG_435169_249185,559,UT,,,,,,,,
559_UT,WTCHG_435170_249185,559,UT,,,,,,,,
559_UT,WTCHG_435171_249185,559,UT,,,,,,,,
559_UT,WTCHG_435172_249185,559,UT,,,,,,,,
559_UT,WTCHG_437968_249185,559,UT,,,,,,,,
559_UT,WTCHG_437969_249185,559,UT,,,,,,,,
559_UT,WTCHG_437970_249185,559,UT,,,,,,,,
559_UT,WTCHG_437971_249185,559,UT,,,,,,,,
560_UT,WTCHG_410446_259172,560,UT,,,,,,,,
560_UT,WTCHG_410447_259172,560,UT,,,,,,,,
560_UT,WTCHG_410448_259172,560,UT,,,,,,,,
560_UT,WTCHG_410449_259172,560,UT,,,,,,,,
560_UT,WTCHG_427074_259172,560,UT,,,,,,,,
560_UT,WTCHG_427075_259172,560,UT,,,,,,,,
560_UT,WTCHG_427076_259172,560,UT,,,,,,,,
560_UT,WTCHG_427077_259172,560,UT,,,,,,,,
560_UT,WTCHG_428526_259172,560,UT,,,,,,,,
560_UT,WTCHG_428527_259172,560,UT,,,,,,,,
560_UT,WTCHG_428528_259172,560,UT,,,,,,,,
560_UT,WTCHG_428529_259172,560,UT,,,,,,,,
560_UT,WTCHG_435168_259172,560,UT,,,,,,,,
560_UT,WTCHG_435169_259172,560,UT,,,,,,,,
560_UT,WTCHG_435170_259172,560,UT,,,,,,,,
560_UT,WTCHG_435171_259172,560,UT,,,,,,,,
560_UT,WTCHG_435172_259172,560,UT,,,,,,,,
560_UT,WTCHG_437968_259172,560,UT,,,,,,,,
560_UT,WTCHG_437969_259172,560,UT,,,,,,,,
560_UT,WTCHG_437970_259172,560,UT,,,,,,,,
560_UT,WTCHG_437971_259172,560,UT,,,,,,,,
561_LPS24,WTCHG_410446_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_410447_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_410448_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_410449_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_427074_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_427075_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_427076_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_427077_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_428526_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_428527_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_428528_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_428529_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_435168_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_435169_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_435170_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_435171_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_435172_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_437968_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_437969_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_437970_268159,561,LPS24,,,,,,,,
561_LPS24,WTCHG_437971_268159,561,LPS24,,,,,,,,
561_UT,WTCHG_410446_267171,561,UT,,,,,,,,
561_UT,WTCHG_410447_267171,561,UT,,,,,,,,
561_UT,WTCHG_410448_267171,561,UT,,,,,,,,
561_UT,WTCHG_410449_267171,561,UT,,,,,,,,
561_UT,WTCHG_427074_267171,561,UT,,,,,,,,
561_UT,WTCHG_427075_267171,561,UT,,,,,,,,
561_UT,WTCHG_427076_267171,561,UT,,,,,,,,
561_UT,WTCHG_427077_267171,561,UT,,,,,,,,
561_UT,WTCHG_428526_267171,561,UT,,,,,,,,
561_UT,WTCHG_428527_267171,561,UT,,,,,,,,
561_UT,WTCHG_428528_267171,561,UT,,,,,,,,
561_UT,WTCHG_428529_267171,561,UT,,,,,,,,
561_UT,WTCHG_435168_267171,561,UT,,,,,,,,
561_UT,WTCHG_435169_267171,561,UT,,,,,,,,
561_UT,WTCHG_435170_267171,561,UT,,,,,,,,
561_UT,WTCHG_435171_267171,561,UT,,,,,,,,
561_UT,WTCHG_435172_267171,561,UT,,,,,,,,
561_UT,WTCHG_437968_267171,561,UT,,,,,,,,
561_UT,WTCHG_437969_267171,561,UT,,,,,,,,
561_UT,WTCHG_437970_267171,561,UT,,,,,,,,
561_UT,WTCHG_437971_267171,561,UT,,,,,,,,
563_UT,WTCHG_410446_275170,563,UT,,,,,,,,
563_UT,WTCHG_410447_275170,563,UT,,,,,,,,
563_UT,WTCHG_410448_275170,563,UT,,,,,,,,
563_UT,WTCHG_410449_275170,563,UT,,,,,,,,
563_UT,WTCHG_427074_275170,563,UT,,,,,,,,
563_UT,WTCHG_427075_275170,563,UT,,,,,,,,
563_UT,WTCHG_427076_275170,563,UT,,,,,,,,
563_UT,WTCHG_427077_275170,563,UT,,,,,,,,
563_UT,WTCHG_428526_275170,563,UT,,,,,,,,
563_UT,WTCHG_428527_275170,563,UT,,,,,,,,
563_UT,WTCHG_428528_275170,563,UT,,,,,,,,
563_UT,WTCHG_428529_275170,563,UT,,,,,,,,
563_UT,WTCHG_435168_275170,563,UT,,,,,,,,
563_UT,WTCHG_435169_275170,563,UT,,,,,,,,
563_UT,WTCHG_435170_275170,563,UT,,,,,,,,
563_UT,WTCHG_435171_275170,563,UT,,,,,,,,
563_UT,WTCHG_435172_275170,563,UT,,,,,,,,
563_UT,WTCHG_437968_275170,563,UT,,,,,,,,
563_UT,WTCHG_437969_275170,563,UT,,,,,,,,
563_UT,WTCHG_437970_275170,563,UT,,,,,,,,
563_UT,WTCHG_437971_275170,563,UT,,,,,,,,
564_LPS24,WTCHG_410446_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_410447_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_410448_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_410449_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_427074_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_427075_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_427076_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_427077_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_428526_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_428527_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_428528_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_428529_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_435168_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_435169_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_435170_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_435171_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_435172_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_437968_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_437969_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_437970_284157,564,LPS24,,,,,,,,
564_LPS24,WTCHG_437971_284157,564,LPS24,,,,,,,,
564_UT,WTCHG_410446_283169,564,UT,,,,,,,,
564_UT,WTCHG_410447_283169,564,UT,,,,,,,,
564_UT,WTCHG_410448_283169,564,UT,,,,,,,,
564_UT,WTCHG_410449_283169,564,UT,,,,,,,,
564_UT,WTCHG_427074_283169,564,UT,,,,,,,,
564_UT,WTCHG_427075_283169,564,UT,,,,,,,,
564_UT,WTCHG_427076_283169,564,UT,,,,,,,,
564_UT,WTCHG_427077_283169,564,UT,,,,,,,,
564_UT,WTCHG_428526_283169,564,UT,,,,,,,,
564_UT,WTCHG_428527_283169,564,UT,,,,,,,,
564_UT,WTCHG_428528_283169,564,UT,,,,,,,,
564_UT,WTCHG_428529_283169,564,UT,,,,,,,,
564_UT,WTCHG_435168_283169,564,UT,,,,,,,,
564_UT,WTCHG_435169_283169,564,UT,,,,,,,,
564_UT,WTCHG_435170_283169,564,UT,,,,,,,,
564_UT,WTCHG_435171_283169,564,UT,,,,,,,,
564_UT,WTCHG_435172_283169,564,UT,,,,,,,,
564_UT,WTCHG_437968_283169,564,UT,,,,,,,,
564_UT,WTCHG_437969_283169,564,UT,,,,,,,,
564_UT,WTCHG_437970_283169,564,UT,,,,,,,,
564_UT,WTCHG_437971_283169,564,UT,,,,,,,,
565_LPS24,WTCHG_410446_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_410447_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_410448_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_410449_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_427074_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_427075_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_427076_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_427077_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_428526_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_428527_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_428528_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_428529_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_435168_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_435169_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_435170_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_435171_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_435172_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_437968_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_437969_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_437970_292156,565,LPS24,,,,,,,,
565_LPS24,WTCHG_437971_292156,565,LPS24,,,,,,,,
565_UT,WTCHG_410446_291168,565,UT,,,,,,,,
565_UT,WTCHG_410447_291168,565,UT,,,,,,,,
565_UT,WTCHG_410448_291168,565,UT,,,,,,,,
565_UT,WTCHG_410449_291168,565,UT,,,,,,,,
565_UT,WTCHG_427074_291168,565,UT,,,,,,,,
565_UT,WTCHG_427075_291168,565,UT,,,,,,,,
565_UT,WTCHG_427076_291168,565,UT,,,,,,,,
565_UT,WTCHG_427077_291168,565,UT,,,,,,,,
565_UT,WTCHG_428526_291168,565,UT,,,,,,,,
565_UT,WTCHG_428527_291168,565,UT,,,,,,,,
565_UT,WTCHG_428528_291168,565,UT,,,,,,,,
565_UT,WTCHG_428529_291168,565,UT,,,,,,,,
565_UT,WTCHG_435168_291168,565,UT,,,,,,,,
565_UT,WTCHG_435169_291168,565,UT,,,,,,,,
565_UT,WTCHG_435170_291168,565,UT,,,,,,,,
565_UT,WTCHG_435171_291168,565,UT,,,,,,,,
565_UT,WTCHG_435172_291168,565,UT,,,,,,,,
565_UT,WTCHG_437968_291168,565,UT,,,,,,,,
565_UT,WTCHG_437969_291168,565,UT,,,,,,,,
565_UT,WTCHG_437970_291168,565,UT,,,,,,,,
565_UT,WTCHG_437971_291168,565,UT,,,,,,,,
567_LPS24,WTCHG_410446_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_410447_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_410448_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_410449_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_427074_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_427075_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_427076_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_427077_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_428526_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_428527_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_428528_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_428529_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_435168_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_435169_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_435170_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_435171_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_435172_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_437968_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_437969_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_437970_204155,567,LPS24,,,,,,,,
567_LPS24,WTCHG_437971_204155,567,LPS24,,,,,,,,
567_UT,WTCHG_410446_203167,567,UT,,,,,,,,
567_UT,WTCHG_410447_203167,567,UT,,,,,,,,
567_UT,WTCHG_410448_203167,567,UT,,,,,,,,
567_UT,WTCHG_410449_203167,567,UT,,,,,,,,
567_UT,WTCHG_427074_203167,567,UT,,,,,,,,
567_UT,WTCHG_427075_203167,567,UT,,,,,,,,
567_UT,WTCHG_427076_203167,567,UT,,,,,,,,
567_UT,WTCHG_427077_203167,567,UT,,,,,,,,
567_UT,WTCHG_428526_203167,567,UT,,,,,,,,
567_UT,WTCHG_428527_203167,567,UT,,,,,,,,
567_UT,WTCHG_428528_203167,567,UT,,,,,,,,
567_UT,WTCHG_428529_203167,567,UT,,,,,,,,
567_UT,WTCHG_435168_203167,567,UT,,,,,,,,
567_UT,WTCHG_435169_203167,567,UT,,,,,,,,
567_UT,WTCHG_435170_203167,567,UT,,,,,,,,
567_UT,WTCHG_435171_203167,567,UT,,,,,,,,
567_UT,WTCHG_435172_203167,567,UT,,,,,,,,
567_UT,WTCHG_437968_203167,567,UT,,,,,,,,
567_UT,WTCHG_437969_203167,567,UT,,,,,,,,
567_UT,WTCHG_437970_203167,567,UT,,,,,,,,
567_UT,WTCHG_437971_203167,567,UT,,,,,,,,
571_LPS24,WTCHG_410446_212154,571,LPS24,,,,,,,,
571_LPS25,WTCHG_410447_212154,571,LPS24,,,,,,,,
571_LPS26,WTCHG_410448_212154,571,LPS24,,,,,,,,
571_LPS27,WTCHG_410449_212154,571,LPS24,,,,,,,,
571_LPS28,WTCHG_427074_212154,571,LPS24,,,,,,,,
571_LPS29,WTCHG_427075_212154,571,LPS24,,,,,,,,
571_LPS30,WTCHG_427076_212154,571,LPS24,,,,,,,,
571_LPS31,WTCHG_427077_212154,571,LPS24,,,,,,,,
571_LPS32,WTCHG_428526_212154,571,LPS24,,,,,,,,
571_LPS33,WTCHG_428527_212154,571,LPS24,,,,,,,,
571_LPS34,WTCHG_428528_212154,571,LPS24,,,,,,,,
571_LPS35,WTCHG_428529_212154,571,LPS24,,,,,,,,
571_LPS36,WTCHG_435168_212154,571,LPS24,,,,,,,,
571_LPS37,WTCHG_435169_212154,571,LPS24,,,,,,,,
571_LPS38,WTCHG_435170_212154,571,LPS24,,,,,,,,
571_LPS39,WTCHG_435171_212154,571,LPS24,,,,,,,,
571_LPS40,WTCHG_435172_212154,571,LPS24,,,,,,,,
571_LPS41,WTCHG_437968_212154,571,LPS24,,,,,,,,
571_LPS42,WTCHG_437969_212154,571,LPS24,,,,,,,,
571_LPS43,WTCHG_437970_212154,571,LPS24,,,,,,,,
571_LPS44,WTCHG_437971_212154,571,LPS24,,,,,,,,
571_UT,WTCHG_410446_211166,571,UT,,,,,,,,
571_UT,WTCHG_410447_211166,571,UT,,,,,,,,
571_UT,WTCHG_410448_211166,571,UT,,,,,,,,
571_UT,WTCHG_410449_211166,571,UT,,,,,,,,
571_UT,WTCHG_427074_211166,571,UT,,,,,,,,
571_UT,WTCHG_427075_211166,571,UT,,,,,,,,
571_UT,WTCHG_427076_211166,571,UT,,,,,,,,
571_UT,WTCHG_427077_211166,571,UT,,,,,,,,
571_UT,WTCHG_428526_211166,571,UT,,,,,,,,
571_UT,WTCHG_428527_211166,571,UT,,,,,,,,
571_UT,WTCHG_428528_211166,571,UT,,,,,,,,
571_UT,WTCHG_428529_211166,571,UT,,,,,,,,
571_UT,WTCHG_435168_211166,571,UT,,,,,,,,
571_UT,WTCHG_435169_211166,571,UT,,,,,,,,
571_UT,WTCHG_435170_211166,571,UT,,,,,,,,
571_UT,WTCHG_435171_211166,571,UT,,,,,,,,
571_UT,WTCHG_435172_211166,571,UT,,,,,,,,
571_UT,WTCHG_437968_211166,571,UT,,,,,,,,
571_UT,WTCHG_437969_211166,571,UT,,,,,,,,
571_UT,WTCHG_437970_211166,571,UT,,,,,,,,
571_UT,WTCHG_437971_211166,571,UT,,,,,,,,
573_LPS24,WTCHG_410446_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_410447_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_410448_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_410449_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_427074_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_427075_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_427076_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_427077_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_428526_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_428527_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_428528_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_428529_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_435168_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_435169_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_435170_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_435171_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_435172_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_437968_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_437969_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_437970_220153,573,LPS24,,,,,,,,
573_LPS24,WTCHG_437971_220153,573,LPS24,,,,,,,,
573_UT,WTCHG_410446_219165,573,UT,,,,,,,,
573_UT,WTCHG_410447_219165,573,UT,,,,,,,,
573_UT,WTCHG_410448_219165,573,UT,,,,,,,,
573_UT,WTCHG_410449_219165,573,UT,,,,,,,,
573_UT,WTCHG_427074_219165,573,UT,,,,,,,,
573_UT,WTCHG_427075_219165,573,UT,,,,,,,,
573_UT,WTCHG_427076_219165,573,UT,,,,,,,,
573_UT,WTCHG_427077_219165,573,UT,,,,,,,,
573_UT,WTCHG_428526_219165,573,UT,,,,,,,,
573_UT,WTCHG_428527_219165,573,UT,,,,,,,,
573_UT,WTCHG_428528_219165,573,UT,,,,,,,,
573_UT,WTCHG_428529_219165,573,UT,,,,,,,,
573_UT,WTCHG_435168_219165,573,UT,,,,,,,,
573_UT,WTCHG_435169_219165,573,UT,,,,,,,,
573_UT,WTCHG_435170_219165,573,UT,,,,,,,,
573_UT,WTCHG_435171_219165,573,UT,,,,,,,,
573_UT,WTCHG_435172_219165,573,UT,,,,,,,,
573_UT,WTCHG_437968_219165,573,UT,,,,,,,,
573_UT,WTCHG_437969_219165,573,UT,,,,,,,,
573_UT,WTCHG_437970_219165,573,UT,,,,,,,,
573_UT,WTCHG_437971_219165,573,UT,,,,,,,,
575_LPS24,WTCHG_410446_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_410447_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_410448_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_410449_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_427074_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_427075_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_427076_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_427077_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_428526_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_428527_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_428528_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_428529_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_435168_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_435169_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_435170_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_435171_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_435172_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_437968_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_437969_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_437970_228152,575,LPS24,,,,,,,,
575_LPS24,WTCHG_437971_228152,575,LPS24,,,,,,,,
575_UT,WTCHG_410446_227164,575,UT,,,,,,,,
575_UT,WTCHG_410447_227164,575,UT,,,,,,,,
575_UT,WTCHG_410448_227164,575,UT,,,,,,,,
575_UT,WTCHG_410449_227164,575,UT,,,,,,,,
575_UT,WTCHG_427074_227164,575,UT,,,,,,,,
575_UT,WTCHG_427075_227164,575,UT,,,,,,,,
575_UT,WTCHG_427076_227164,575,UT,,,,,,,,
575_UT,WTCHG_427077_227164,575,UT,,,,,,,,
575_UT,WTCHG_428526_227164,575,UT,,,,,,,,
575_UT,WTCHG_428527_227164,575,UT,,,,,,,,
575_UT,WTCHG_428528_227164,575,UT,,,,,,,,
575_UT,WTCHG_428529_227164,575,UT,,,,,,,,
575_UT,WTCHG_435168_227164,575,UT,,,,,,,,
575_UT,WTCHG_435169_227164,575,UT,,,,,,,,
575_UT,WTCHG_435170_227164,575,UT,,,,,,,,
575_UT,WTCHG_435171_227164,575,UT,,,,,,,,
575_UT,WTCHG_435172_227164,575,UT,,,,,,,,
575_UT,WTCHG_437968_227164,575,UT,,,,,,,,
575_UT,WTCHG_437969_227164,575,UT,,,,,,,,
575_UT,WTCHG_437970_227164,575,UT,,,,,,,,
575_UT,WTCHG_437971_227164,575,UT,,,,,,,,
577_LPS24,WTCHG_410446_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_410447_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_410448_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_410449_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_427074_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_427075_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_427076_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_427077_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_428526_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_428527_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_428528_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_428529_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_435168_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_435169_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_435170_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_435171_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_435172_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_437968_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_437969_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_437970_236151,577,LPS24,,,,,,,,
577_LPS24,WTCHG_437971_236151,577,LPS24,,,,,,,,
577_UT,WTCHG_410446_235163,577,UT,,,,,,,,
577_UT,WTCHG_410447_235163,577,UT,,,,,,,,
577_UT,WTCHG_410448_235163,577,UT,,,,,,,,
577_UT,WTCHG_410449_235163,577,UT,,,,,,,,
577_UT,WTCHG_427074_235163,577,UT,,,,,,,,
577_UT,WTCHG_427075_235163,577,UT,,,,,,,,
577_UT,WTCHG_427076_235163,577,UT,,,,,,,,
577_UT,WTCHG_427077_235163,577,UT,,,,,,,,
577_UT,WTCHG_428526_235163,577,UT,,,,,,,,
577_UT,WTCHG_428527_235163,577,UT,,,,,,,,
577_UT,WTCHG_428528_235163,577,UT,,,,,,,,
577_UT,WTCHG_428529_235163,577,UT,,,,,,,,
