Index,File_name,use_for_sorting,sample2,treatment,,,,,
558_IFN,WTCHG_427079_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_427080_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_427081_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_428530_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_428531_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_428532_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_428533_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_435173_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_435174_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_435175_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_437972_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_437973_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_437974_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_437975_284157,284157,558,IFN,,,,,
558_MET1m,WTCHG_410450_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_410451_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_410452_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_410453_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_427078_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_427079_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_427080_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_427081_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_428530_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_428531_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_428532_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_428533_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_435173_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_435174_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_435175_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_437972_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_437973_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_437974_283169,283169,558,MET1m,,,,,
558_MET1m,WTCHG_437975_283169,283169,558,MET1m,,,,,
559_IFN,WTCHG_410450_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_410451_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_410452_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_410453_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_427078_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_427079_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_427080_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_427081_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_428530_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_428531_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_428532_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_428533_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_435173_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_435174_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_435175_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_437972_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_437973_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_437974_292156,292156,559,IFN,,,,,
559_IFN,WTCHG_437975_292156,292156,559,IFN,,,,,
559_MET1m,WTCHG_410450_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_410451_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_410452_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_410453_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_427078_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_427079_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_427080_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_427081_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_428530_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_428531_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_428532_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_428533_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_435173_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_435174_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_435175_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_437972_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_437973_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_437974_291168,291168,559,MET1m,,,,,
559_MET1m,WTCHG_437975_291168,291168,559,MET1m,,,,,
560_IFN,WTCHG_410450_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_410451_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_410452_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_410453_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_427078_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_427079_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_427080_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_427081_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_428530_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_428531_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_428532_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_428533_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_435173_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_435174_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_435175_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_437972_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_437973_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_437974_204155,204155,560,IFN,,,,,
560_IFN,WTCHG_437975_204155,204155,560,IFN,,,,,
560_MET1m,WTCHG_410450_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_410451_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_410452_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_410453_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_427078_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_427079_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_427080_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_427081_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_428530_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_428531_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_428532_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_428533_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_435173_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_435174_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_435175_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_437972_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_437973_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_437974_203167,203167,560,MET1m,,,,,
560_MET1m,WTCHG_437975_203167,203167,560,MET1m,,,,,
561_IFN,WTCHG_410450_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_410451_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_410452_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_410453_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_427078_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_427079_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_427080_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_427081_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_428530_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_428531_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_428532_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_428533_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_435173_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_435174_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_435175_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_437972_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_437973_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_437974_212154,212154,561,IFN,,,,,
561_IFN,WTCHG_437975_212154,212154,561,IFN,,,,,
561_MET1m,WTCHG_410450_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_410451_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_410452_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_410453_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_427078_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_427079_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_427080_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_427081_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_428530_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_428531_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_428532_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_428533_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_435173_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_435174_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_435175_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_437972_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_437973_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_437974_211166,211166,561,MET1m,,,,,
561_MET1m,WTCHG_437975_211166,211166,561,MET1m,,,,,
563_IFN,WTCHG_410450_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_410451_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_410452_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_410453_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_427078_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_427079_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_427080_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_427081_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_428530_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_428531_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_428532_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_428533_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_435173_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_435174_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_435175_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_437972_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_437973_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_437974_220153,220153,563,IFN,,,,,
563_IFN,WTCHG_437975_220153,220153,563,IFN,,,,,
563_MET1m,WTCHG_410450_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_410451_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_410452_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_410453_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_427078_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_427079_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_427080_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_427081_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_428530_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_428531_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_428532_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_428533_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_435173_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_435174_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_435175_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_437972_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_437973_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_437974_219165,219165,563,MET1m,,,,,
563_MET1m,WTCHG_437975_219165,219165,563,MET1m,,,,,
564_IFN,WTCHG_410450_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_410451_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_410452_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_410453_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_427078_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_427079_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_427080_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_427081_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_428530_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_428531_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_428532_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_428533_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_435173_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_435174_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_435175_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_437972_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_437973_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_437974_228152,228152,564,IFN,,,,,
564_IFN,WTCHG_437975_228152,228152,564,IFN,,,,,
564_MET1m,WTCHG_410450_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_410451_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_410452_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_410453_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_427078_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_427079_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_427080_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_427081_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_428530_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_428531_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_428532_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_428533_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_435173_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_435174_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_435175_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_437972_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_437973_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_437974_227164,227164,564,MET1m,,,,,
564_MET1m,WTCHG_437975_227164,227164,564,MET1m,,,,,
565_MET1m,WTCHG_410450_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_410451_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_410452_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_410453_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_427078_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_427079_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_427080_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_427081_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_428530_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_428531_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_428532_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_428533_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_435173_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_435174_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_435175_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_437972_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_437973_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_437974_235163,235163,565,MET1m,,,,,
565_MET1m,WTCHG_437975_235163,235163,565,MET1m,,,,,
567_IFN,WTCHG_410450_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_410451_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_410452_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_410453_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_427078_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_427079_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_427080_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_427081_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_428530_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_428531_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_428532_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_428533_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_435173_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_435174_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_435175_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_437972_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_437973_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_437974_244150,244150,567,IFN,,,,,
567_IFN,WTCHG_437975_244150,244150,567,IFN,,,,,
567_MET1m,WTCHG_410450_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_410451_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_410452_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_410453_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_427078_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_427079_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_427080_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_427081_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_428530_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_428531_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_428532_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_428533_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_435173_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_435174_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_435175_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_437972_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_437973_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_437974_243162,243162,567,MET1m,,,,,
567_MET1m,WTCHG_437975_243162,243162,567,MET1m,,,,,
569_IFN,WTCHG_410450_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_410451_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_410452_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_410453_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_427078_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_427079_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_427080_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_427081_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_428530_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_428531_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_428532_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_428533_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_435173_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_435174_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_435175_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_437972_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_437973_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_437974_226121,226121,569,IFN,,,,,
569_IFN,WTCHG_437975_226121,226121,569,IFN,,,,,
569_LPS24,WTCHG_410450_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_410451_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_410452_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_410453_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_427078_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_427079_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_427080_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_427081_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_428530_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_428531_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_428532_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_428533_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_435173_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_435174_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_435175_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_437972_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_437973_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_437974_225109,225109,569,LPS24,,,,,
569_LPS24,WTCHG_437975_225109,225109,569,LPS24,,,,,
569_MET1m,WTCHG_410450_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_410451_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_410452_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_410453_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_427078_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_427079_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_427080_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_427081_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_428530_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_428531_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_428532_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_428533_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_435173_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_435174_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_435175_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_437972_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_437973_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_437974_227133,227133,569,MET1m,,,,,
569_MET1m,WTCHG_437975_227133,227133,569,MET1m,,,,,
569_UT,WTCHG_410450_224192,224192,569,UT,,,,,
569_UT,WTCHG_410451_224192,224192,569,UT,,,,,
569_UT,WTCHG_410452_224192,224192,569,UT,,,,,
569_UT,WTCHG_410453_224192,224192,569,UT,,,,,
569_UT,WTCHG_427078_224192,224192,569,UT,,,,,
569_UT,WTCHG_427079_224192,224192,569,UT,,,,,
569_UT,WTCHG_427080_224192,224192,569,UT,,,,,
569_UT,WTCHG_427081_224192,224192,569,UT,,,,,
569_UT,WTCHG_428530_224192,224192,569,UT,,,,,
569_UT,WTCHG_428531_224192,224192,569,UT,,,,,
569_UT,WTCHG_428532_224192,224192,569,UT,,,,,
569_UT,WTCHG_428533_224192,224192,569,UT,,,,,
569_UT,WTCHG_435173_224192,224192,569,UT,,,,,
569_UT,WTCHG_435174_224192,224192,569,UT,,,,,
569_UT,WTCHG_435175_224192,224192,569,UT,,,,,
569_UT,WTCHG_437972_224192,224192,569,UT,,,,,
569_UT,WTCHG_437973_224192,224192,569,UT,,,,,
569_UT,WTCHG_437974_224192,224192,569,UT,,,,,
569_UT,WTCHG_437975_224192,224192,569,UT,,,,,
571_IFN,WTCHG_410450_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_410451_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_410452_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_410453_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_427078_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_427079_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_427080_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_427081_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_428530_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_428531_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_428532_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_428533_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_435173_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_435174_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_435175_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_437972_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_437973_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_437974_252149,252149,571,IFN,,,,,
571_IFN,WTCHG_437975_252149,252149,571,IFN,,,,,
571_MET1m,WTCHG_410450_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_410451_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_410452_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_410453_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_427078_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_427079_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_427080_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_427081_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_428530_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_428531_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_428532_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_428533_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_435173_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_435174_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_435175_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_437972_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_437973_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_437974_251161,251161,571,MET1m,,,,,
571_MET1m,WTCHG_437975_251161,251161,571,MET1m,,,,,
573_IFN,WTCHG_410450_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_410451_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_410452_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_410453_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_427078_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_427079_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_427080_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_427081_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_428530_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_428531_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_428532_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_428533_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_435173_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_435174_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_435175_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_437972_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_437973_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_437974_286133,286133,573,IFN,,,,,
573_IFN,WTCHG_437975_286133,286133,573,IFN,,,,,
573_MET1m,WTCHG_410450_285145,285145,573,MET1m,,,,,
573_MET1m,WTCHG_410451_285145,285145,573,MET1m,,,,,
573_MET1m,WTCHG_410452_285145,285145,573,MET1m,,,,,
573_MET1m,WTCHG_410453_285145,285145,573,MET1m,,,,,
573_MET1m,WTCHG_427078_285145,285145,573,MET1m,,,,,
573_MET1m,WTCHG_427079_285145,285145,573,MET1m,,,,,
573_MET1m,WTCHG_427080_285145,285145,573,MET1m,,,,,
573_MET1m,WTCHG_427081_285145,285145,573,MET1m,,,,,
573_MET1m,WTCHG_428530_285145,285145,573,MET1m,,,,,
573_MET1m,WTCHG_428531_285145,285145,573,MET1m,,,,,
573_MET1m,WTCHG_428532_285145,285145,573,MET1m,,,,,
