sample_id	donor	condition	replicate	condition_name	SL1344	IFNg	line_id	clone	ips_received	ips_started	passage_received	received_as	media	EB_formation	passage_diff	diff_start	salmonella_date	atac_date	flow_date	medium_changes	terminated	status	mean_purity	max_purity	genotype_id	open_access	sex	ips_culture_days	passage_diff_bins	rna_concentration	ng_ul_mean	macrophage_harvest	rna_extraction	rna_submit	library_pool	chemistry	rna_auto	macrophage_diff_days	macrophage_diff_bins	harvest_stimulation_days	max_purity_filtered	mean_purity_filtered	purity_bins
eika_C	eika	C	1	SL1344	infected	naive	eika_2	2	2015-01-14	2015-02-04	28	frozen	E8	2015-03-02	32	2015-04-05	2015-04-14	2015-04-17	2015-04-13	9	2015-04-20	Success	0.962831286360698	0.96961861667744	HPSI0913i-eika_2	1	male	26	30	0-100	48.295	2015-04-07	2015-04-29	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	43	40	7	0.96961861667744	0.962831286360698	low
eika_D	eika	D	1	IFNg_SL1344	infected	primed	eika_2	2	2015-01-14	2015-02-04	28	frozen	E8	2015-03-02	32	2015-04-05	2015-04-14	2015-04-17	2015-04-13	9	2015-04-20	Success	0.962831286360698	0.96961861667744	HPSI0913i-eika_2	1	male	26	30	0-100	48.295	2015-04-07	2015-04-29	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	43	40	7	0.96961861667744	0.962831286360698	low
eipl_A	eipl	A	1	naive	control	naive	eipl_1	1	2015-06-11	2015-06-11	34	frozen	E8	2015-06-27	38	2015-06-30	2015-08-04	2015-08-04	2015-07-30	7	2015-08-08	Success	0.948499515972895	0.961858664085189	HPSI0114i-eipl_1	1	female	16	30	100-200	134.5175	2015-07-29	2015-08-14	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	38	30	6	0.961858664085189	0.948499515972895	low
eipl_B	eipl	B	1	IFNg	control	primed	eipl_1	1	2015-06-11	2015-06-11	34	frozen	E8	2015-06-27	38	2015-06-30	2015-08-04	2015-08-04	2015-07-30	7	2015-08-08	Success	0.948499515972895	0.961858664085189	HPSI0114i-eipl_1	1	female	16	30	100-200	134.5175	2015-07-29	2015-08-14	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	38	30	6	0.961858664085189	0.948499515972895	low
eipl_C	eipl	C	1	SL1344	infected	naive	eipl_1	1	2015-06-11	2015-06-11	34	frozen	E8	2015-06-27	38	2015-06-30	2015-08-04	2015-08-04	2015-07-30	7	2015-08-08	Success	0.948499515972895	0.961858664085189	HPSI0114i-eipl_1	1	female	16	30	100-200	134.5175	2015-07-29	2015-08-14	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	38	30	6	0.961858664085189	0.948499515972895	low
eipl_D	eipl	D	1	IFNg_SL1344	infected	primed	eipl_1	1	2015-06-11	2015-06-11	34	frozen	E8	2015-06-27	38	2015-06-30	2015-08-04	2015-08-04	2015-07-30	7	2015-08-08	Success	0.948499515972895	0.961858664085189	HPSI0114i-eipl_1	1	female	16	30	100-200	134.5175	2015-07-29	2015-08-14	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	38	30	6	0.961858664085189	0.948499515972895	low
eiwy_A	eiwy	A	1	naive	control	naive	eiwy_1	1	2015-09-02	2015-09-15	17	frozen	E8	2015-10-20	23	2015-10-23	2015-12-02	2015-12-02	2015-11-27	7	2015-12-04	Success	0.979667116509222	0.98502024291498	HPSI0214i-eiwy_1	1	female	35	20	100-200	193.545	2015-11-25	2015-12-03	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	43	40	7	0.98502024291498	0.979667116509222	high
eiwy_B	eiwy	B	1	IFNg	control	primed	eiwy_1	1	2015-09-02	2015-09-15	17	frozen	E8	2015-10-20	23	2015-10-23	2015-12-02	2015-12-02	2015-11-27	7	2015-12-04	Success	0.979667116509222	0.98502024291498	HPSI0214i-eiwy_1	1	female	35	20	100-200	193.545	2015-11-25	2015-12-03	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	43	40	7	0.98502024291498	0.979667116509222	high
eiwy_C	eiwy	C	1	SL1344	infected	naive	eiwy_1	1	2015-09-02	2015-09-15	17	frozen	E8	2015-10-20	23	2015-10-23	2015-12-02	2015-12-02	2015-11-27	7	2015-12-04	Success	0.979667116509222	0.98502024291498	HPSI0214i-eiwy_1	1	female	35	20	100-200	193.545	2015-11-25	2015-12-03	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	43	40	7	0.98502024291498	0.979667116509222	high
eiwy_D	eiwy	D	1	IFNg_SL1344	infected	primed	eiwy_1	1	2015-09-02	2015-09-15	17	frozen	E8	2015-10-20	23	2015-10-23	2015-12-02	2015-12-02	2015-11-27	7	2015-12-04	Success	0.979667116509222	0.98502024291498	HPSI0214i-eiwy_1	1	female	35	20	100-200	193.545	2015-11-25	2015-12-03	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	43	40	7	0.98502024291498	0.979667116509222	high
eofe_A	eofe	A	1	naive	control	naive	eofe_1	1	2014-10-24	2014-10-24	35	alive	KSR	2014-10-29	36	2014-11-01	2014-12-12	2014-12-12	2014-12-04	8	2014-12-19	Success	0.977151100563079	0.979617478710038	HPSI1113i-eofe_1	1	female	5	30	0-100	49.185	2014-12-05	2015-02-05	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	44	40	7	0.979617478710038	0.977151100563079	low
eofe_B	eofe	B	1	IFNg	control	primed	eofe_1	1	2014-10-24	2014-10-24	35	alive	KSR	2014-10-29	36	2014-11-01	2014-12-12	2014-12-12	2014-12-04	8	2014-12-19	Success	0.977151100563079	0.979617478710038	HPSI1113i-eofe_1	1	female	5	30	0-100	49.185	2014-12-05	2015-02-05	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	44	40	7	0.979617478710038	0.977151100563079	low
eofe_C	eofe	C	1	SL1344	infected	naive	eofe_1	1	2014-10-24	2014-10-24	35	alive	KSR	2014-10-29	36	2014-11-01	2014-12-12	2014-12-12	2014-12-04	8	2014-12-19	Success	0.977151100563079	0.979617478710038	HPSI1113i-eofe_1	1	female	5	30	0-100	49.185	2014-12-05	2015-02-05	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	44	40	7	0.979617478710038	0.977151100563079	low
eofe_D	eofe	D	1	IFNg_SL1344	infected	primed	eofe_1	1	2014-10-24	2014-10-24	35	alive	KSR	2014-10-29	36	2014-11-01	2014-12-12	2014-12-12	2014-12-04	8	2014-12-19	Success	0.977151100563079	0.979617478710038	HPSI1113i-eofe_1	1	female	5	30	0-100	49.185	2014-12-05	2015-02-05	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	44	40	7	0.979617478710038	0.977151100563079	low
eojr_A	eojr	A	1	naive	control	naive	eojr_3	3	2015-01-14	2015-03-13	35	frozen	E8	2015-03-27	39	2015-03-30	2015-05-06	2015-05-13	2015-05-05	9	2015-05-12	Success	0.986139680673915	0.990890390831619	HPSI0613i-eojr_3	0	male	14	30	100-200	136.06	2015-04-29	2015-05-17	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	40	40	7	0.990890390831619	0.986139680673915	high
eojr_B	eojr	B	1	IFNg	control	primed	eojr_3	3	2015-01-14	2015-03-13	35	frozen	E8	2015-03-27	39	2015-03-30	2015-05-06	2015-05-13	2015-05-05	9	2015-05-12	Success	0.986139680673915	0.990890390831619	HPSI0613i-eojr_3	0	male	14	30	100-200	136.06	2015-04-29	2015-05-17	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	40	40	7	0.990890390831619	0.986139680673915	high
eojr_C	eojr	C	1	SL1344	infected	naive	eojr_3	3	2015-01-14	2015-03-13	35	frozen	E8	2015-03-27	39	2015-03-30	2015-05-06	2015-05-13	2015-05-05	9	2015-05-12	Success	0.986139680673915	0.990890390831619	HPSI0613i-eojr_3	0	male	14	30	100-200	136.06	2015-04-29	2015-05-17	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	40	40	7	0.990890390831619	0.986139680673915	high
eojr_D	eojr	D	1	IFNg_SL1344	infected	primed	eojr_3	3	2015-01-14	2015-03-13	35	frozen	E8	2015-03-27	39	2015-03-30	2015-05-06	2015-05-13	2015-05-05	9	2015-05-12	Success	0.986139680673915	0.990890390831619	HPSI0613i-eojr_3	0	male	14	30	100-200	136.06	2015-04-29	2015-05-17	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	40	40	7	0.990890390831619	0.986139680673915	high
euir_A	euir	A	1	naive	control	naive	euir_2	2	2014-10-24	2014-10-24	51	alive	KSR	2014-10-31	52	2014-11-04	2014-12-05	NA	2014-12-04	6	2014-12-19	Success	0.987445518286905	0.990903922683343	HPSI0513i-euir_2	0	male	7	40	100-200	110.155	2014-11-28	2014-12-08	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	7	0.990903922683343	0.987445518286905	high
euir_B	euir	B	1	IFNg	control	primed	euir_2	2	2014-10-24	2014-10-24	51	alive	KSR	2014-10-31	52	2014-11-04	2014-12-05	NA	2014-12-04	6	2014-12-19	Success	0.987445518286905	0.990903922683343	HPSI0513i-euir_2	0	male	7	40	100-200	110.155	2014-11-28	2014-12-08	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	7	0.990903922683343	0.987445518286905	high
euir_C	euir	C	1	SL1344	infected	naive	euir_2	2	2014-10-24	2014-10-24	51	alive	KSR	2014-10-31	52	2014-11-04	2014-12-05	NA	2014-12-04	6	2014-12-19	Success	0.987445518286905	0.990903922683343	HPSI0513i-euir_2	0	male	7	40	100-200	110.155	2014-11-28	2014-12-08	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	7	0.990903922683343	0.987445518286905	high
euir_D	euir	D	1	IFNg_SL1344	infected	primed	euir_2	2	2014-10-24	2014-10-24	51	alive	KSR	2014-10-31	52	2014-11-04	2014-12-05	NA	2014-12-04	6	2014-12-19	Success	0.987445518286905	0.990903922683343	HPSI0513i-euir_2	0	male	7	40	100-200	110.155	2014-11-28	2014-12-08	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	7	0.990903922683343	0.987445518286905	high
fafq_A	fafq	A	1	naive	control	naive	fafq_1	1	2015-09-02	2015-09-02	27	frozen	E8	2015-09-13	31	2015-09-16	2015-10-14	2015-10-14	2015-10-16	5	2015-10-14	Success	0.97881679389313	0.999045801526718	HPSI0314i-fafq_1	1	male	11	30	100-200	177.1425	2015-10-07	2015-11-06	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	31	30	7	0.999045801526718	0.97881679389313	high
fafq_B	fafq	B	1	IFNg	control	primed	fafq_1	1	2015-09-02	2015-09-02	27	frozen	E8	2015-09-13	31	2015-09-16	2015-10-14	2015-10-14	2015-10-16	5	2015-10-14	Success	0.97881679389313	0.999045801526718	HPSI0314i-fafq_1	1	male	11	30	100-200	177.1425	2015-10-07	2015-11-06	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	31	30	7	0.999045801526718	0.97881679389313	high
fafq_C	fafq	C	1	SL1344	infected	naive	fafq_1	1	2015-09-02	2015-09-02	27	frozen	E8	2015-09-13	31	2015-09-16	2015-10-14	2015-10-14	2015-10-16	5	2015-10-14	Success	0.97881679389313	0.999045801526718	HPSI0314i-fafq_1	1	male	11	30	100-200	177.1425	2015-10-07	2015-11-06	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	31	30	7	0.999045801526718	0.97881679389313	high
fafq_D	fafq	D	1	IFNg_SL1344	infected	primed	fafq_1	1	2015-09-02	2015-09-02	27	frozen	E8	2015-09-13	31	2015-09-16	2015-10-14	2015-10-14	2015-10-16	5	2015-10-14	Success	0.97881679389313	0.999045801526718	HPSI0314i-fafq_1	1	male	11	30	100-200	177.1425	2015-10-07	2015-11-06	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	31	30	7	0.999045801526718	0.97881679389313	high
febc_C	febc	C	1	SL1344	infected	naive	febc_2	2	2015-01-14	2015-06-06	35	frozen	E8	2015-07-03	40	2015-07-06	2015-08-04	2015-08-04	2015-08-05	6	2015-08-08	Success	0.973899045647925	0.975508796136599	HPSI0613i-febc_2	0	female	27	40	100-200	123.5825	2015-07-29	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	32	30	6	0.975508796136599	0.973899045647925	low
febc_B	febc	B	1	IFNg	control	primed	febc_2	2	2015-01-14	2015-06-06	35	frozen	E8	2015-07-03	40	2015-07-06	2015-08-04	2015-08-04	2015-08-05	6	2015-08-08	Success	0.973899045647925	0.975508796136599	HPSI0613i-febc_2	0	female	27	40	100-200	123.5825	2015-07-29	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	32	30	6	0.975508796136599	0.973899045647925	low
febc_A	febc	A	1	naive	control	naive	febc_2	2	2015-01-14	2015-06-06	35	frozen	E8	2015-07-03	40	2015-07-06	2015-08-04	2015-08-04	2015-08-05	6	2015-08-08	Success	0.973899045647925	0.975508796136599	HPSI0613i-febc_2	0	female	27	40	100-200	123.5825	2015-07-29	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	32	30	6	0.975508796136599	0.973899045647925	low
febc_D	febc	D	1	IFNg_SL1344	infected	primed	febc_2	2	2015-01-14	2015-06-06	35	frozen	E8	2015-07-03	40	2015-07-06	2015-08-04	2015-08-04	2015-08-05	6	2015-08-08	Success	0.973899045647925	0.975508796136599	HPSI0613i-febc_2	0	female	27	40	100-200	123.5825	2015-07-29	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	32	30	6	0.975508796136599	0.973899045647925	low
ffdm_A	ffdm	A	1	naive	control	naive	ffdm_3	3	2014-07-17	2014-08-18	36	frozen	KSR	2014-09-09	39	2014-09-12	2014-10-13	NA	2014-10-29	NA	2014-10-21	Success	0.976324993274146	0.986077481840194	HPSI0813i-ffdm_3	0	male	22	30	0-100	52.225	2014-10-06	2014-12-04	2014-12-09	3226_RNAseq-1_111214	V4	FALSE	34	30	7	NA	NA	high
ffdm_B	ffdm	B	1	IFNg	control	primed	ffdm_3	3	2014-07-17	2014-08-18	36	frozen	KSR	2014-09-09	39	2014-09-12	2014-10-13	NA	2014-10-29	NA	2014-10-21	Success	0.976324993274146	0.986077481840194	HPSI0813i-ffdm_3	0	male	22	30	0-100	52.225	2014-10-06	2014-12-04	2014-12-09	3226_RNAseq-1_111214	V4	FALSE	34	30	7	NA	NA	high
ffdm_C	ffdm	C	1	SL1344	infected	naive	ffdm_3	3	2014-07-17	2014-08-18	36	frozen	KSR	2014-09-09	39	2014-09-12	2014-10-13	NA	2014-10-29	NA	2014-10-21	Success	0.976324993274146	0.986077481840194	HPSI0813i-ffdm_3	0	male	22	30	0-100	52.225	2014-10-06	2014-12-04	2014-12-09	3226_RNAseq-1_111214	V4	FALSE	34	30	7	NA	NA	high
ffdm_D	ffdm	D	1	IFNg_SL1344	infected	primed	ffdm_3	3	2014-07-17	2014-08-18	36	frozen	KSR	2014-09-09	39	2014-09-12	2014-10-13	NA	2014-10-29	NA	2014-10-21	Success	0.976324993274146	0.986077481840194	HPSI0813i-ffdm_3	0	male	22	30	0-100	52.225	2014-10-06	2014-12-04	2014-12-09	3226_RNAseq-1_111214	V4	FALSE	34	30	7	NA	NA	high
fikt_A	fikt	A	1	naive	control	naive	fikt_3	3	2015-09-02	2015-09-14	37	frozen	E8	2015-09-30	41	2015-10-03	2015-11-05	2015-11-05	2015-11-03	5	2015-10-28	Success	0.98604371736217	0.993622625814502	HPSI0114i-fikt_3	1	female	16	40	100-200	167.5425	2015-10-28	2015-11-11	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	36	30	8	0.993622625814502	0.98604371736217	high
fikt_B	fikt	B	1	IFNg	control	primed	fikt_3	3	2015-09-02	2015-09-14	37	frozen	E8	2015-09-30	41	2015-10-03	2015-11-05	2015-11-05	2015-11-03	5	2015-10-28	Success	0.98604371736217	0.993622625814502	HPSI0114i-fikt_3	1	female	16	40	100-200	167.5425	2015-10-28	2015-11-11	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	36	30	8	0.993622625814502	0.98604371736217	high
fikt_C	fikt	C	1	SL1344	infected	naive	fikt_3	3	2015-09-02	2015-09-14	37	frozen	E8	2015-09-30	41	2015-10-03	2015-11-05	2015-11-05	2015-11-03	5	2015-10-28	Success	0.98604371736217	0.993622625814502	HPSI0114i-fikt_3	1	female	16	40	100-200	167.5425	2015-10-28	2015-11-11	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	36	30	8	0.993622625814502	0.98604371736217	high
fikt_D	fikt	D	1	IFNg_SL1344	infected	primed	fikt_3	3	2015-09-02	2015-09-14	37	frozen	E8	2015-09-30	41	2015-10-03	2015-11-05	2015-11-05	2015-11-03	5	2015-10-28	Success	0.98604371736217	0.993622625814502	HPSI0114i-fikt_3	1	female	16	40	100-200	167.5425	2015-10-28	2015-11-11	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	36	30	8	0.993622625814502	0.98604371736217	high
fpdl_A	fpdl	A	1	naive	control	naive	fpdl_1	1	2014-07-17	2014-07-18	27	frozen	KSR	2014-09-01	35	2014-09-05	2014-10-22	NA	2014-10-29	6	2014-10-21	Success	0.985855728429986	0.996969084663568	HPSI0813i-fpdl_1	0	female	45	30	0-100	86.47	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	51	50	7	0.996969084663568	0.985855728429986	high
fpdl_B	fpdl	B	1	IFNg	control	primed	fpdl_1	1	2014-07-17	2014-07-18	27	frozen	KSR	2014-09-01	35	2014-09-05	2014-10-22	NA	2014-10-29	6	2014-10-21	Success	0.985855728429986	0.996969084663568	HPSI0813i-fpdl_1	0	female	45	30	0-100	86.47	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	51	50	7	0.996969084663568	0.985855728429986	high
fpdl_C	fpdl	C	1	SL1344	infected	naive	fpdl_1	1	2014-07-17	2014-07-18	27	frozen	KSR	2014-09-01	35	2014-09-05	2014-10-22	NA	2014-10-29	6	2014-10-21	Success	0.985855728429986	0.996969084663568	HPSI0813i-fpdl_1	0	female	45	30	0-100	86.47	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	51	50	7	0.996969084663568	0.985855728429986	high
fpdl_D	fpdl	D	1	IFNg_SL1344	infected	primed	fpdl_1	1	2014-07-17	2014-07-18	27	frozen	KSR	2014-09-01	35	2014-09-05	2014-10-22	NA	2014-10-29	6	2014-10-21	Success	0.985855728429986	0.996969084663568	HPSI0813i-fpdl_1	0	female	45	30	0-100	86.47	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	51	50	7	0.996969084663568	0.985855728429986	high
funp_A	funp	A	1	naive	control	naive	funp_3	3	2014-07-08	2014-07-08	27	alive	KSR	2014-07-15	28	2014-07-19	2014-08-22	NA	2014-08-28	8	2014-09-09	Success	0.980802086143332	0.98381440517939	HPSI0613i-funp_3	0	male	7	20	100-200	124.5425	2014-08-14	2014-09-08	2014-11-18	3226_RNA-2_191114	V4	FALSE	38	30	8	0.98381440517939	0.980802086143332	high
funp_B	funp	B	1	IFNg	control	primed	funp_3	3	2014-07-08	2014-07-08	27	alive	KSR	2014-07-15	28	2014-07-19	2014-08-22	NA	2014-08-28	8	2014-09-09	Success	0.980802086143332	0.98381440517939	HPSI0613i-funp_3	0	male	7	20	100-200	124.5425	2014-08-14	2014-09-08	2014-11-18	3226_RNA-2_191114	V4	FALSE	38	30	8	0.98381440517939	0.980802086143332	high
funp_C	funp	C	1	SL1344	infected	naive	funp_3	3	2014-07-08	2014-07-08	27	alive	KSR	2014-07-15	28	2014-07-19	2014-08-22	NA	2014-08-28	8	2014-09-09	Success	0.980802086143332	0.98381440517939	HPSI0613i-funp_3	0	male	7	20	100-200	124.5425	2014-08-14	2014-09-08	2014-11-18	3226_RNA-2_191114	V4	FALSE	38	30	8	0.98381440517939	0.980802086143332	high
funp_D	funp	D	1	IFNg_SL1344	infected	primed	funp_3	3	2014-07-08	2014-07-08	27	alive	KSR	2014-07-15	28	2014-07-19	2014-08-22	NA	2014-08-28	8	2014-09-09	Success	0.980802086143332	0.98381440517939	HPSI0613i-funp_3	0	male	7	20	100-200	124.5425	2014-08-14	2014-09-08	2014-11-18	3226_RNA-2_191114	V4	FALSE	38	30	8	0.98381440517939	0.980802086143332	high
giuo_A	giuo	A	1	naive	control	naive	giuo_4	4	2014-08-19	2014-09-03	30	frozen	KSR	2014-10-06	34	2014-10-10	2014-11-05	NA	2014-11-11	5	2014-11-13	Success	0.983813316993464	0.986366421568627	HPSI0613i-giuo_4	0	male	33	30	200+	279.085	2014-10-30	2014-11-06	2014-11-18	3226_RNA-3_191114	V4	FALSE	30	30	6	0.986366421568627	0.983813316993464	high
giuo_B	giuo	B	1	IFNg	control	primed	giuo_4	4	2014-08-19	2014-09-03	30	frozen	KSR	2014-10-06	34	2014-10-10	2014-11-05	NA	2014-11-11	5	2014-11-13	Success	0.983813316993464	0.986366421568627	HPSI0613i-giuo_4	0	male	33	30	200+	279.085	2014-10-30	2014-11-06	2014-11-18	3226_RNA-3_191114	V4	FALSE	30	30	6	0.986366421568627	0.983813316993464	high
giuo_C	giuo	C	1	SL1344	infected	naive	giuo_4	4	2014-08-19	2014-09-03	30	frozen	KSR	2014-10-06	34	2014-10-10	2014-11-05	NA	2014-11-11	5	2014-11-13	Success	0.983813316993464	0.986366421568627	HPSI0613i-giuo_4	0	male	33	30	200+	279.085	2014-10-30	2014-11-06	2014-11-18	3226_RNA-3_191114	V4	FALSE	30	30	6	0.986366421568627	0.983813316993464	high
giuo_D	giuo	D	1	IFNg_SL1344	infected	primed	giuo_4	4	2014-08-19	2014-09-03	30	frozen	KSR	2014-10-06	34	2014-10-10	2014-11-05	NA	2014-11-11	5	2014-11-13	Success	0.983813316993464	0.986366421568627	HPSI0613i-giuo_4	0	male	33	30	200+	279.085	2014-10-30	2014-11-06	2014-11-18	3226_RNA-3_191114	V4	FALSE	30	30	6	0.986366421568627	0.983813316993464	high
golb_A	golb	A	1	naive	control	naive	golb_1	1	2014-07-17	2014-08-18	24	frozen	KSR	2014-09-09	29	2014-09-12	2014-10-22	NA	2014-11-11	7	2014-11-14	Success	0.782960909041483	0.788778339585712	HPSI0513i-golb_1	0	female	22	20	200+	249.0175	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	43	40	7	NA	NA	low
golb_B	golb	B	1	IFNg	control	primed	golb_1	1	2014-07-17	2014-08-18	24	frozen	KSR	2014-09-09	29	2014-09-12	2014-10-22	NA	2014-11-11	7	2014-11-14	Success	0.782960909041483	0.788778339585712	HPSI0513i-golb_1	0	female	22	20	200+	249.0175	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	43	40	7	NA	NA	low
golb_C	golb	C	1	SL1344	infected	naive	golb_1	1	2014-07-17	2014-08-18	24	frozen	KSR	2014-09-09	29	2014-09-12	2014-10-22	NA	2014-11-11	7	2014-11-14	Success	0.782960909041483	0.788778339585712	HPSI0513i-golb_1	0	female	22	20	200+	249.0175	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	43	40	7	NA	NA	low
golb_D	golb	D	1	IFNg_SL1344	infected	primed	golb_1	1	2014-07-17	2014-08-18	24	frozen	KSR	2014-09-09	29	2014-09-12	2014-10-22	NA	2014-11-11	7	2014-11-14	Success	0.782960909041483	0.788778339585712	HPSI0513i-golb_1	0	female	22	20	200+	249.0175	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	43	40	7	NA	NA	low
gomv_A	gomv	A	1	naive	control	naive	gomv_3	3	2014-07-17	2014-08-18	43	frozen	KSR	2014-09-12	47	2014-09-16	2014-10-22	NA	2014-10-29	7	2014-11-14	Success	0.982432089362782	0.987661843107388	HPSI0413i-gomv_3	0	male	25	40	100-200	167.038785714286	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	40	40	7	0.987661843107388	0.982432089362782	high
gomv_B	gomv	B	1	IFNg	control	primed	gomv_3	3	2014-07-17	2014-08-18	43	frozen	KSR	2014-09-12	47	2014-09-16	2014-10-22	NA	2014-10-29	7	2014-11-14	Success	0.982432089362782	0.987661843107388	HPSI0413i-gomv_3	0	male	25	40	100-200	167.038785714286	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	40	40	7	0.987661843107388	0.982432089362782	high
gomv_C	gomv	C	1	SL1344	infected	naive	gomv_3	3	2014-07-17	2014-08-18	43	frozen	KSR	2014-09-12	47	2014-09-16	2014-10-22	NA	2014-10-29	7	2014-11-14	Success	0.982432089362782	0.987661843107388	HPSI0413i-gomv_3	0	male	25	40	100-200	167.038785714286	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	40	40	7	0.987661843107388	0.982432089362782	high
gomv_D	gomv	D	1	IFNg_SL1344	infected	primed	gomv_3	3	2014-07-17	2014-08-18	43	frozen	KSR	2014-09-12	47	2014-09-16	2014-10-22	NA	2014-10-29	7	2014-11-14	Success	0.982432089362782	0.987661843107388	HPSI0413i-gomv_3	0	male	25	40	100-200	167.038785714286	2014-10-15	2014-11-15	2014-11-18	3226_RNA-3_191114	V4	FALSE	40	40	7	0.987661843107388	0.982432089362782	high
guss_A	guss	A	1	naive	control	naive	guss_1	1	2015-09-02	2015-09-15	29	frozen	E8	2015-10-13	33	2015-10-16	2015-11-18	2015-11-18	2015-11-17	5	2015-11-25	Success	0.993830378866875	0.995698644421272	HPSI0813i-guss_1	0	female	28	30	200+	222.8325	2015-11-11	2015-12-03	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	36	30	7	0.995698644421272	0.993830378866875	high
guss_B	guss	B	1	IFNg	control	primed	guss_1	1	2015-09-02	2015-09-15	29	frozen	E8	2015-10-13	33	2015-10-16	2015-11-18	2015-11-18	2015-11-17	5	2015-11-25	Success	0.993830378866875	0.995698644421272	HPSI0813i-guss_1	0	female	28	30	200+	222.8325	2015-11-11	2015-12-03	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	36	30	7	0.995698644421272	0.993830378866875	high
guss_C	guss	C	1	SL1344	infected	naive	guss_1	1	2015-09-02	2015-09-15	29	frozen	E8	2015-10-13	33	2015-10-16	2015-11-18	2015-11-18	2015-11-17	5	2015-11-25	Success	0.993830378866875	0.995698644421272	HPSI0813i-guss_1	0	female	28	30	200+	222.8325	2015-11-11	2015-12-03	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	36	30	7	0.995698644421272	0.993830378866875	high
guss_D	guss	D	1	IFNg_SL1344	infected	primed	guss_1	1	2015-09-02	2015-09-15	29	frozen	E8	2015-10-13	33	2015-10-16	2015-11-18	2015-11-18	2015-11-17	5	2015-11-25	Success	0.993830378866875	0.995698644421272	HPSI0813i-guss_1	0	female	28	30	200+	222.8325	2015-11-11	2015-12-03	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	36	30	7	0.995698644421272	0.993830378866875	high
hayt_A	hayt	A	1	naive	control	naive	hayt_1	1	2015-06-11	2015-08-07	42	frozen	E8	2015-09-09	48	2015-09-12	2015-10-09	2015-10-09	2015-10-16	6	2015-10-14	Success	0.950323688730347	0.974237019421324	HPSI1113i-hayt_1	1	male	33	40	100-200	174.68	2015-10-02	2015-11-11	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	30	30	7	0.974237019421324	0.950323688730347	low
