sample_id	genotype_id	sex	cell_type	condition	timepoint	read_length	stranded	paired	protocol	rna_qc_passed	genotype_qc_passed	study	ega_id
GFDHUTEWGL_5	EIP@GFDHUTEWGL	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481830
GHINTYZOBR_1	EIP@GHINTYZOBR	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481831
GHINTYZOBR_2	EIP@GHINTYZOBR	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481832
GHINTYZOBR_3	EIP@GHINTYZOBR	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481833
GHINTYZOBR_4	EIP@GHINTYZOBR	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481834
GHINTYZOBR_5	EIP@GHINTYZOBR	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481835
GJJGUCIGPX_1	EIP@GJJGUCIGPX	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481836
GJJGUCIGPX_2	EIP@GJJGUCIGPX	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481837
GJJGUCIGPX_3	EIP@GJJGUCIGPX	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481838
GJJGUCIGPX_4	EIP@GJJGUCIGPX	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481839
GJJGUCIGPX_5	EIP@GJJGUCIGPX	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481840
GKTUELUAPV_1	EIP@GKTUELUAPV	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481841
GKTUELUAPV_3	EIP@GKTUELUAPV	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481842
GKTUELUAPV_4	EIP@GKTUELUAPV	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481843
GKTUELUAPV_5	EIP@GKTUELUAPV	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481844
GLJYAHOCRF_1	EIP@GLJYAHOCRF	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481845
GLJYAHOCRF_2	EIP@GLJYAHOCRF	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481846
GLJYAHOCRF_3	EIP@GLJYAHOCRF	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481847
GLJYAHOCRF_4	EIP@GLJYAHOCRF	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481848
GLJYAHOCRF_5	EIP@GLJYAHOCRF	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481849
GRUVJQSJZM_1	EIP@GRUVJQSJZM	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481850
GRUVJQSJZM_2	EIP@GRUVJQSJZM	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481851
GRUVJQSJZM_3	EIP@GRUVJQSJZM	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481852
GRUVJQSJZM_4	EIP@GRUVJQSJZM	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481853
GRUVJQSJZM_5	EIP@GRUVJQSJZM	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481854
GTXWVKOGCP_1	EIP@GTXWVKOGCP	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481855
GTXWVKOGCP_2	EIP@GTXWVKOGCP	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481856
GTXWVKOGCP_3	EIP@GTXWVKOGCP	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481857
GTXWVKOGCP_4	EIP@GTXWVKOGCP	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481858
GTXWVKOGCP_5	EIP@GTXWVKOGCP	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481859
GXZZOFFFIN_1	EIP@GXZZOFFFIN	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481860
GXZZOFFFIN_2	EIP@GXZZOFFFIN	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481861
GXZZOFFFIN_3	EIP@GXZZOFFFIN	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481862
GXZZOFFFIN_4	EIP@GXZZOFFFIN	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481863
GXZZOFFFIN_5	EIP@GXZZOFFFIN	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481864
HFJDNSKKMJ_1	EIP@HFJDNSKKMJ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481865
HFJDNSKKMJ_2	EIP@HFJDNSKKMJ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481866
HFJDNSKKMJ_3	EIP@HFJDNSKKMJ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481867
HFJDNSKKMJ_4	EIP@HFJDNSKKMJ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481868
HFJDNSKKMJ_5	EIP@HFJDNSKKMJ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481869
HHLVSNGCLC_1	EIP@HHLVSNGCLC	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481870
HHLVSNGCLC_3	EIP@HHLVSNGCLC	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481871
HHLVSNGCLC_4	EIP@HHLVSNGCLC	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481872
HHLVSNGCLC_5	EIP@HHLVSNGCLC	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481873
HJHLORELQS_1	EIP@HJHLORELQS	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481874
HJHLORELQS_2	EIP@HJHLORELQS	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481875
HJHLORELQS_3	EIP@HJHLORELQS	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481876
HJHLORELQS_4	EIP@HJHLORELQS	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481877
HJHLORELQS_5	EIP@HJHLORELQS	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481878
HKTNZNHWVL_1	EIP@HKTNZNHWVL	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481879
HKTNZNHWVL_2	EIP@HKTNZNHWVL	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481880
HKTNZNHWVL_3	EIP@HKTNZNHWVL	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481881
HKTNZNHWVL_4	EIP@HKTNZNHWVL	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481882
HKTNZNHWVL_5	EIP@HKTNZNHWVL	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481883
HUJSOVYQHV_1	EIP@HUJSOVYQHV	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481884
HUJSOVYQHV_2	EIP@HUJSOVYQHV	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481885
HUJSOVYQHV_3	EIP@HUJSOVYQHV	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481886
HUJSOVYQHV_4	EIP@HUJSOVYQHV	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481887
HUJSOVYQHV_5	EIP@HUJSOVYQHV	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481888
HZRSFLQRBY_1	EIP@HZRSFLQRBY	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481889
HZRSFLQRBY_2	EIP@HZRSFLQRBY	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481890
HZRSFLQRBY_3	EIP@HZRSFLQRBY	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481891
HZRSFLQRBY_4	EIP@HZRSFLQRBY	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481892
HZRSFLQRBY_5	EIP@HZRSFLQRBY	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481893
IBEEIMQZIL_1	EIP@IBEEIMQZIL	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481894
IBEEIMQZIL_2	EIP@IBEEIMQZIL	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481895
IBEEIMQZIL_3	EIP@IBEEIMQZIL	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481896
IBEEIMQZIL_4	EIP@IBEEIMQZIL	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481897
IBEEIMQZIL_5	EIP@IBEEIMQZIL	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481898
INBOXCSKNQ_1	EIP@INBOXCSKNQ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481899
INBOXCSKNQ_2	EIP@INBOXCSKNQ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481900
INBOXCSKNQ_3	EIP@INBOXCSKNQ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481901
INBOXCSKNQ_4	EIP@INBOXCSKNQ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481902
INBOXCSKNQ_5	EIP@INBOXCSKNQ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481903
IUBCERAEFL_1	EIP@IUBCERAEFL	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481904
IUBCERAEFL_2	EIP@IUBCERAEFL	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481905
IUBCERAEFL_3	EIP@IUBCERAEFL	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481906
IUBCERAEFL_5	EIP@IUBCERAEFL	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481907
IVHZNOUGHI_1	EIP@IVHZNOUGHI	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481908
IVHZNOUGHI_2	EIP@IVHZNOUGHI	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481909
IVHZNOUGHI_3	EIP@IVHZNOUGHI	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481910
IVHZNOUGHI_4	EIP@IVHZNOUGHI	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481911
IVHZNOUGHI_5	EIP@IVHZNOUGHI	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481912
IYZSBNMGAN_1	EIP@IYZSBNMGAN	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481913
IYZSBNMGAN_2	EIP@IYZSBNMGAN	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481914
IYZSBNMGAN_3	EIP@IYZSBNMGAN	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481915
IYZSBNMGAN_4	EIP@IYZSBNMGAN	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481916
IYZSBNMGAN_5	EIP@IYZSBNMGAN	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481917
JAECQJYIHD_1	EIP@JAECQJYIHD	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481918
JAECQJYIHD_2	EIP@JAECQJYIHD	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481919
JAECQJYIHD_3	EIP@JAECQJYIHD	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481920
JAECQJYIHD_4	EIP@JAECQJYIHD	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481921
JAECQJYIHD_5	EIP@JAECQJYIHD	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481922
JCZZKSTDMH_1	EIP@JCZZKSTDMH	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481923
JCZZKSTDMH_2	EIP@JCZZKSTDMH	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481924
JCZZKSTDMH_3	EIP@JCZZKSTDMH	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481925
JCZZKSTDMH_4	EIP@JCZZKSTDMH	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481926
JCZZKSTDMH_5	EIP@JCZZKSTDMH	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481927
JENVPXAOTG_1	EIP@JENVPXAOTG	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481928
JENVPXAOTG_2	EIP@JENVPXAOTG	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481929
JENVPXAOTG_3	EIP@JENVPXAOTG	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481930
JENVPXAOTG_4	EIP@JENVPXAOTG	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481931
JENVPXAOTG_5	EIP@JENVPXAOTG	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481932
JMLMONUGFZ_1	EIP@JMLMONUGFZ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481933
JMLMONUGFZ_2	EIP@JMLMONUGFZ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481934
JMLMONUGFZ_3	EIP@JMLMONUGFZ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481935
JMLMONUGFZ_4	EIP@JMLMONUGFZ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481936
JMLMONUGFZ_5	EIP@JMLMONUGFZ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481937
JMQCKWKBYK_1	EIP@JMQCKWKBYK	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481938
JMQCKWKBYK_2	EIP@JMQCKWKBYK	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481939
JMQCKWKBYK_3	EIP@JMQCKWKBYK	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481940
JMQCKWKBYK_4	EIP@JMQCKWKBYK	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481941
JMQCKWKBYK_5	EIP@JMQCKWKBYK	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481942
JNZTUYMKZP_1	EIP@JNZTUYMKZP	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481943
JNZTUYMKZP_2	EIP@JNZTUYMKZP	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481944
JNZTUYMKZP_3	EIP@JNZTUYMKZP	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481945
JNZTUYMKZP_4	EIP@JNZTUYMKZP	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481946
JNZTUYMKZP_5	EIP@JNZTUYMKZP	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481947
JOVIMCWWJW_1	EIP@JOVIMCWWJW	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481948
JOVIMCWWJW_3	EIP@JOVIMCWWJW	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481949
JOVIMCWWJW_4	EIP@JOVIMCWWJW	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481950
JOVIMCWWJW_5	EIP@JOVIMCWWJW	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481951
JWMATSLZJE_1	EIP@JWMATSLZJE	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481952
JWMATSLZJE_2	EIP@JWMATSLZJE	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481953
JWMATSLZJE_3	EIP@JWMATSLZJE	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481954
JWMATSLZJE_4	EIP@JWMATSLZJE	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481955
JWMATSLZJE_5	EIP@JWMATSLZJE	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481956
JWYFZHIDVT_1	EIP@JWYFZHIDVT	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481957
JWYFZHIDVT_2	EIP@JWYFZHIDVT	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481958
JWYFZHIDVT_3	EIP@JWYFZHIDVT	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481959
JWYFZHIDVT_4	EIP@JWYFZHIDVT	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481960
JWYFZHIDVT_5	EIP@JWYFZHIDVT	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481961
KFZPFHPKFA_1	EIP@KFZPFHPKFA	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481962
KFZPFHPKFA_2	EIP@KFZPFHPKFA	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481963
KFZPFHPKFA_3	EIP@KFZPFHPKFA	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481964
KFZPFHPKFA_4	EIP@KFZPFHPKFA	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481965
KFZPFHPKFA_5	EIP@KFZPFHPKFA	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481966
KLIZFHXNAK_1	EIP@KLIZFHXNAK	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481967
KLIZFHXNAK_2	EIP@KLIZFHXNAK	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481968
KLIZFHXNAK_3	EIP@KLIZFHXNAK	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481969
KLIZFHXNAK_4	EIP@KLIZFHXNAK	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481970
KLIZFHXNAK_5	EIP@KLIZFHXNAK	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481971
KLQQCENBQK_1	EIP@KLQQCENBQK	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481972
KLQQCENBQK_2	EIP@KLQQCENBQK	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481973
KLQQCENBQK_3	EIP@KLQQCENBQK	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481974
KLQQCENBQK_4	EIP@KLQQCENBQK	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481975
KLQQCENBQK_5	EIP@KLQQCENBQK	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481976
KMKJVOCBKY_1	EIP@KMKJVOCBKY	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481977
KMKJVOCBKY_2	EIP@KMKJVOCBKY	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481978
KMKJVOCBKY_3	EIP@KMKJVOCBKY	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481979
KMKJVOCBKY_4	EIP@KMKJVOCBKY	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481980
KMKJVOCBKY_5	EIP@KMKJVOCBKY	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481981
KWVDISKZCS_1	EIP@KWVDISKZCS	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481982
KWVDISKZCS_2	EIP@KWVDISKZCS	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481983
KWVDISKZCS_3	EIP@KWVDISKZCS	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481984
KWVDISKZCS_4	EIP@KWVDISKZCS	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481985
KWVDISKZCS_5	EIP@KWVDISKZCS	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481986
KXDTPUUICZ_1	EIP@KXDTPUUICZ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481987
KXDTPUUICZ_2	EIP@KXDTPUUICZ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	TRUE	Quach_2016	EGAR00001481988
