!Sample_title	!Sample_geo_accession	!Sample_status	!Sample_submission_date	!Sample_last_update_date	!Sample_type	!Sample_channel_count	!Sample_source_name_ch1	!Sample_organism_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_molecule_ch1	!Sample_extract_protocol_ch1	!Sample_label_ch1	!Sample_label_protocol_ch1	!Sample_taxid_ch1	!Sample_hyb_protocol	!Sample_scan_protocol	!Sample_data_processing	!Sample_platform_id	!Sample_contact_name	!Sample_contact_laboratory	!Sample_contact_department	!Sample_contact_institute	!Sample_contact_address	!Sample_contact_city	!Sample_contact_state	!Sample_contact_zip/postal_code	!Sample_contact_country	!Sample_supplementary_file	!Sample_data_row_count	!Sample_relation
IGTB723.14	GSM1351443	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 30	Sex: Female	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 3	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351443/suppl/GSM1351443_EA10047_148851_HUGENE-1_0-ST-V1_IGTB723.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB725.14	GSM1351444	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 26	Sex: Female	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 1	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351444/suppl/GSM1351444_EA10047_113596_HUGENE-1_0-ST-V1_IGTB725.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB734.F14	GSM1351445	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 30	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 6	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351445/suppl/GSM1351445_EA10047_239739_HUGENE-1_0-ST-V1_IGTB734.F14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB736.14	GSM1351446	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 25	Sex: Female	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 2	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351446/suppl/GSM1351446_EA10047_130300_HUGENE-1_0-ST-V1_IGTB736.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB744.F14	GSM1351447	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 52	Sex: Female	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 6	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351447/suppl/GSM1351447_EA10047_239741_HUGENE-1_0-ST-V1_IGTB744.F14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB750.14	GSM1351448	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 30	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 1	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351448/suppl/GSM1351448_EA10047_113532_HUGENE-1_0-ST-V1_IGTB750.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB750.14BR1	GSM1351449	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 30	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 1	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351449/suppl/GSM1351449_EA10047_113583_HUGENE-1_0-ST-V1_IGTB750.14BR1.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB751.F14	GSM1351450	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 27	Sex: Female	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 6	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351450/suppl/GSM1351450_EA10047_239743_HUGENE-1_0-ST-V1_IGTB751.F14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB751.14	GSM1351451	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 29	Sex: Female	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 2	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351451/suppl/GSM1351451_EA10047_130302_HUGENE-1_0-ST-V1_IGTB751.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB752.14	GSM1351452	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 25	Sex: Female	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 5	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351452/suppl/GSM1351452_EA10047_234059_HUGENE-1_0-ST-V1_IGTB752.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB760.14	GSM1351453	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 48	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 4	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351453/suppl/GSM1351453_EA10047_221005_HUGENE-1_0-ST-V1_IGTB760.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB763.14	GSM1351454	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 24	Sex: Female	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 1	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351454/suppl/GSM1351454_EA10047_113482_HUGENE-1_0-ST-V1_IGTB763.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB772.14	GSM1351455	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 34	Sex: Female	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 1	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351455/suppl/GSM1351455_EA10047_113634_HUGENE-1_0-ST-V1_IGTB772.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB773.14	GSM1351456	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 33	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 4	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351456/suppl/GSM1351456_EA10047_221076_HUGENE-1_0-ST-V1_IGTB773.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB775.14	GSM1351457	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 28	Sex: Female	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 5	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351457/suppl/GSM1351457_EA10047_233992_HUGENE-1_0-ST-V1_IGTB775.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB777.14	GSM1351458	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 51	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 1	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351458/suppl/GSM1351458_EA10047_113504_HUGENE-1_0-ST-V1_IGTB777.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB783.F14	GSM1351459	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 37	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 6	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351459/suppl/GSM1351459_EA10047_239745_HUGENE-1_0-ST-V1_IGTB783.F14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB784.14	GSM1351460	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 51	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 1	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351460/suppl/GSM1351460_EA10047_113566_HUGENE-1_0-ST-V1_IGTB784.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB788.14	GSM1351461	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 33	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 1	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351461/suppl/GSM1351461_EA10047_113520_HUGENE-1_0-ST-V1_IGTB788.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB793.14	GSM1351462	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 23	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 3	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351462/suppl/GSM1351462_EA10047_148852_HUGENE-1_0-ST-V1_IGTB793.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB794.14	GSM1351463	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 47	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 3	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351463/suppl/GSM1351463_EA10047_148853_HUGENE-1_0-ST-V1_IGTB794.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB797.14	GSM1351464	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 34	Sex: Male	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 4	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351464/suppl/GSM1351464_EA10047_221169_HUGENE-1_0-ST-V1_IGTB797.14.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB802.F14	GSM1351465	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_monocytes from PBMCs	Homo sapiens	age (yrs): 30	Sex: Female	cell type: monocytes from peripheral blood mononuclear cells (PBMCs)	batch: 6	inclusion markers: CD14+	exclusion markers: CD3- CD16-	phenotype markers: CD3- CD14+ CD16-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1351nnn/GSM1351465/suppl/GSM1351465_EA10047_239747_HUGENE-1_0-ST-V1_IGTB802.F14.CEL.gz	21727	Reanalyzed by: GSE86357
